id;name;main_activity;secondary_activities;genres;region__country;contact_information;website
2093;MOST PRODUCTION;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Series);Europe (Turkey);Eglence Sok no 6 Arnavutkoy Besiktas  | ISTANBUL | 34345 | Turkey;http://www.mostproduction.com/
2094;MOSTAPES;Content creation / Production / Distribution (Production company/Content creation.); - ;Kids & Teens (Animation);Asia Pacific (South Korea);6-10  | Dosan-daero49-gil,Gangnam-gu, | SEOUL | 06019 | SouthKorea;http://www.mostapes.com/
2095;MOTHER MEDIA GROUP; - ; - ; - ;North America (USA);.  | UnitedStates; - 
2096;MOTION CONTENT GROUP;Content creation / Production / Distribution (Production company/Content creation.);"Content creation / production / rights holder (Rights Holder / Distributor); Financing & supports (Film Commission / Fundings)";"Docs & Factual (Arts, Music & Culture, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge); Non-Scripted Formats (Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Miniseries, Mobisode / Webisode, Series, TV Movies); Music; BrandedEntertainment";Europe (UK);The Crane Building  | 22LavingtonStreet | LONDON | SE10NZ | UnitedKingdom;https://www.groupm.com/our-agencies
2097;MOTION CONTENT GROUP (ASIA PACIFIC);Content creation / Production / Distribution (Production company/Content creation.);"Content creation / production / rights holder (Rights Holder / Distributor); Financing & supports (Advertising / Media Agency and Brands)";"Docs & Factual (Lifestyle); Non-Scripted Formats (Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Series, TV Movies)";Asia Pacific (Singapore);China Square Central  | 18CrossStreet#04-01 | SINGAPORE | 048423 | Singapore;http://www.groupm.com/
2098;Motion Pictures Entertainment;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);Kids & Teens (Animation);Europe (Spain);Reina Victoria, 8  | BARCELONA | 08021 | Spain;http://www.motionpic.com/
2099;MOTIONWORKS GMBH (Creative Europe MEDIA);Content creation / Production / Distribution (Production company/Content creation.); - ;Kids & Teens (Animation);Europe (Germany);Grosse Ulrichstrasse 22-23  | HALLE | Sachsen-Anhalt | 06108 | Germany;http://www.motionworks.eu/
2100;MOTLYS AS;Content creation / Production / Distribution (Production company/Content creation.);Broadcasting platforms (TV Channel);Drama / Fiction / Scripted Format (Feature Film, Series);Europe (Norway);Sagveien 18  | OSLO | 0459 | Norway;http://www.motlys.com/
2101;MOTORSPORT.TV; - ; - ; - ;North America (USA);4100 NE 2nd Avenue  | Suite302 | Miami | FL | 33137 | UnitedStates;http://www.motorsport.tv/
2102;MOTORVISION TV GERMAN CAR TV PROGRAMM GMBH;Content creation / Production / Distribution (Rights Holder / Distributor);Broadcasting platforms (TV Channel);"Docs & Factual (Archive, Current Affairs, Educational, youth oriented, History & Civilisation, Lifestyle); Non-Scripted Formats (Factual Entertainment / Magazine); Sports";Europe (Germany);Thalkirchner Str 56  | MUNICH | 80337 | Germany;http://www.motorvisionsales.com/
2103;MOUNTAIN TV;Content creation / Production / Distribution (Sales Agent);Broadcasting platforms (TV Channel);"Docs & Factual (History & Civilisation, Lifestyle, Reality / Factual, Social Responsabilities / Green); Drama / Fiction / Scripted Format (Mobisode / Webisode); Sports; BrandedEntertainment";Asia Pacific (South Korea);Gemart Building 2nd floor  | 255-2YangjaedongSeochogu | SEOCHO-GU | 06777 | SouthKorea;http://www.mountaintv.co.kr/
2104;MOVIEBOX ;Content creation / Production / Distribution (Rights Holder / Distributor); - ;Drama / Fiction / Scripted Format (Feature Film);Europe (Turkey);Eylul Sk, No.4  | Levent | ISTANBUL | 34330 | Turkey;http://www.movieboxturkey.com/
2105;MOVIES INSPIRED;Content creation / Production / Distribution (Theatrical distributor);Content creation / production / rights holder (Rights Holder / Distributor);Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series);Europe (Italy);Via Maddalene 2  | 10154 | TORINO | Italy;http://www.moviesinspired.it/
2106;MOVILE/PLAYKIDS;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator);Broadcasting platforms (Online Video Platform/MCN);Kids & Teens (Animation);North America (USA);440 N Wolfe Rd  | SUNNYVALE | CA | 94085 | UnitedStates;http://www.playkids.com/
2107;MOVIMENTI PRODUCTION SRL;Content creation / Production / Distribution (Production company/Content creation.); - ;Kids & Teens (Animation);Europe (Italy);Via Marconi 39  | SARONNO | Lombardia | 21047 | Italy;http://www.movimenti.com/
2108;MOVISTAR+ ;Content creation / Production / Distribution (Rights Holder / Distributor);"Content creation / production / rights holder (Production company/Content creation); Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator)";Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Short Film, TV Movies);Europe (Spain);EDIFICIO TELEFNICA  | AvenidadelosArtesanos,6 | TRESCANTOS | 28760 | Spain;http://www.plus.es/
2109;MOVITUDE INTERNATIONAL; - ; - ; - ;Europe (UK);71-75 Shelton Street, Covent Garden  | LONDON | WC2H9JQ | UnitedKingdom;http://www.movitude.com/
2110;MP MANAGEMENT DIGITAL SRL;Content creation / Production / Distribution (Production company/Content creation.); - ;Docs & Factual (Arts, Music & Culture);Europe (Italy);Piazza Della Conciliazione 2  | MILANO | 20123 | Italy;http://www.mpdigital.it/
2111;MPCA;Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor, Sales Agent);Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, TV Movies);North America (USA);10635 Santa Monica Blvd  | Suite180 | LOSANGELES | CA | 90025 | UnitedStates;http://www.mpcafilm.com/
2112;MPM FILM (Creative Europe MEDIA);Content creation / Production / Distribution (Sales Agent);Content creation / production / rights holder (Production company/Content creation);Drama / Fiction / Scripted Format (Feature Film);Europe (France);56 rue du Faubourg Poissonnière  | PARIS | 75010 | France;http://www.mpmfilm.com/
2113;MPROD;Content creation / Production / Distribution (Production company/Content creation.);Technology and Services (Post Production/Studios);"Kids & Teens (Live-Action); Docs & Factual (Arts, Music & Culture, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife); Drama / Fiction / Scripted Format (Miniseries, Mobisode / Webisode, Series, Short Film, Telenovelas / Soap / Sitcom, TV Movies)";Africa (Morocco);658 BD Mohammed V Res Zin Almahaba  | N105 | CASABLANCA | 20300 | Morocco;http://www.mprodmaroc.com/
2114;MRC STUDIOS;Content creation / Production / Distribution (Production company/Content creation.);Financing & supports (Film Commission / Fundings);Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, TV Movies);North America (USA);Fl 2  | 9665WilshireBlvd | BEVERLYHILLS | 90212 | UnitedStates; - 
2115;MRP MATILA ROHR PRODUCTIONS ;Content creation / Production / Distribution (Production company/Content creation.); - ;Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, TV Movies);Europe (Finland);Tallberginkatu 1B 124  | HELSINKI | 00180 | Finland;http://www.matilarohr.com/
2116;MSK DISTRIBUTION; - ; - ; - ;Africa (Congo, Democratic Republic of the);_  | Congo,TheDemocraticRepublicofthe; - 
2117;MSLGROUP UK;Financing & supports (Advertising / Media Agency and Brands);Financing & supports (PR, Talent and Literary Agency);"Docs & Factual (Current Affairs); News; BrandedEntertainment";Europe (UK);82 Baker Street  | London | W1U6AE | UnitedKingdom;http://www.mslgroup.co.uk/
2118;MSQUARE PRODUCTIONS;Content creation / Production / Distribution (Production company/Content creation.); - ;"Kids & Teens (Live-Action); Docs & Factual (Educational, youth oriented); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, TV Movies); BrandedEntertainment";Asia Pacific (Australia);Suite 2.03   | 2-8ElizabethStreet | PADDINGTON | 2021 | Australia;http://www.msquareproductions.com/
2119;MTG AB;Broadcasting platforms (TV Channel); - ;"Docs & Factual (Lifestyle, Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Series)";Europe (Sweden);Ringvägen 52  | STOCKHOLM | 11867 | Sweden; - 
2120;MTG TV;Broadcasting platforms (TV Channel); - ;"Docs & Factual (Lifestyle, Reality / Factual); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Series)";Europe (Sweden);Ringvagen 52  | Box17179 | STOCKHOLM | 10462 | Sweden; - 
2138;MUNDOLOCO CGI;Content creation / Production / Distribution (Production company/Content creation.); - ;Kids & Teens (Animation);South & Central America (Argentina);Artilleros 2369  | BUENOSAIRES | CAPITALFEDERAL | 1428 | Argentina;http://www.mundolococgi.com/
2121;MTG TV A/S;Broadcasting platforms (TV Channel);Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator);"Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Series)";Europe (Denmark);Strandlodsvej 30  | COPENHAGEN | 2300 | Denmark;http://www.mtg.com/
2122;MTV;Broadcasting platforms (TV Channel);Content creation / production / rights holder (Production company/Content creation);Non-Scripted Formats (TV Game Show);Middle East (Lebanon);Studiovision BLDG #2  | NaccacheMetn70-744Antelias | BEIRUT | METN | 70744 | Lebanon;http://www.mtv.com.lb/
2123;MTV OY;Broadcasting platforms (TV Channel);"Content creation / production / rights holder (Rights Holder / Distributor); Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator, Online Video Platform/MCN)";"Docs & Factual (Arts, Music & Culture, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Telenovelas / Soap / Sitcom, TV Movies)";Europe (Finland);Ilmalankatu 2  | HELSINKI | 00240 | Finland;http://www.mtv.fi/
2124;MTV, VH1 AND LOGO;Content creation / Production / Distribution (Production company/Content creation.);Broadcasting platforms (TV Channel);"Kids & Teens (Animation, Live-Action); Non-Scripted Formats (Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Series, Telenovelas / Soap / Sitcom)";Europe (UK);17-29 Hawley Crescent  | LONDON | NW18TT | UnitedKingdom; - 
2125;MTV, VH1 AND LOGO INTERNATIONAL;Content creation / Production / Distribution (Production company/Content creation.);Broadcasting platforms (TV Channel);"Kids & Teens (Animation, Live-Action); Non-Scripted Formats (Reality Shows / Scripted Reality); Drama / Fiction / Scripted Format (Series, Telenovelas / Soap / Sitcom)";Europe (Spain);Paseo del Recoleto, 33  | MADRID | 28004 | Spain; - 
2126;MTVA - HUNGARIAN PUBLIC SERVICE MEDIA;Broadcasting platforms (TV Channel); - ;"Kids & Teens (Animation, Live-Action); Docs & Factual (Nature & Wildlife); Drama / Fiction / Scripted Format (Feature Film, Series, Telenovelas / Soap / Sitcom)";Europe (Hungary);Kunigunda Str. 64  | BUDAPEST | 1037 | Hungary;http://www.mtva.hu/
2127;MUBI (Creative Europe MEDIA);Broadcasting platforms (Online Video Platform/MCN);Content creation / production / rights holder (Rights Holder / Distributor);Drama / Fiction / Scripted Format (Feature Film);Europe (UK);1 Newburgh Street  | LONDON | W1F7RB | UnitedKingdom;http://www.mubi.com/
2128;MULTERA LLC;Content creation / Production / Distribution (Rights Holder / Distributor);Content creation / production / rights holder (Production company/Content creation);Kids & Teens (Animation, Kids Interactive);Europe (Russia);SUDOSTROITELNAYA STR. 8-1-41  | MOSCOW | 129085 | RussianFederation; - 
2129;MULTI CHANNEL DEVELOPERS;Broadcasting platforms (TV Channel); - ;"Kids & Teens (Animation, Docs for Kids, Live-Action); Docs & Factual (Lifestyle)";Europe (Turkey);MCD GORUNTULU YAYIN PROGRAMCILIK VE FILM YAPIM HIZMETLERI  | AtaturkOtoSanayiSitesiYolSokYolSok.CiftkurtlarHonda | ISTANBUL-TURKEY | 34398 | Turkey;http://www.mcd.com.tr/
2130;MULTI COMMUNICATION;Financing & supports (Advertising / Media Agency and Brands);Broadcasting platforms (Online Video Platform/MCN);"Kids & Teens (Animation); Docs & Factual (Current Affairs, Educational, youth oriented, Ethnology & Sociology, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green)";Europe (Belgium);Avenue Jupiter 155/5  | BRUSSELS | Bruxelles-Capitale | 1190 | Belgium;http://www.multi-communication.be/
2131;MULTI MEDIA SERVICE LLC;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator);Broadcasting platforms (TV Channel);"Kids & Teens (Docs for Kids); Docs & Factual (Educational, youth oriented, Ethnology & Sociology, History & Civilisation)";Europe (Ukraine);22 Vorovskogo Str.  | KIEV | 01601 | Ukraine; - 
2132;MULTICHOICE (PTY) LTD;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator); - ;BrandedEntertainment;Africa (South Africa);Multichoice City  | 144BramFischerDrive,RandburgPOBox1502 | JOHANNESBURG | 2194 | SouthAfrica;http://www.multichoice.co.za/
2133;MULTICHOICE AFRICA LIMITED;Technology and Services (Content management);Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator);"Kids & Teens (Animation, Docs for Kids, Live-Action); Docs & Factual (Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Non-Scripted Formats (Factual Entertainment / Magazine, Reality Shows / Scripted Reality, TV Game Show); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, Telenovelas / Soap / Sitcom, TV Movies); Music";Middle East (UAE);1805 Shatha Tower  | MediaCity | DUBAI | 502860 | UnitedArabEmirates;http://www.multichoice.co.za/
2134;MULTICHOICE PROPRIETARY LIMITED;Broadcasting platforms (Cable/IP/Satellite/Mobile/OTT Operator); - ;"Kids & Teens (Animation); Docs & Factual (History & Civilisation, Nature & Wildlife); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Series, TV Movies); Sports; News";Africa (South Africa);MultiChoice City Building, 2nd Floor  | 144BramFischerDrive,Randburg | GAUTENG | Johannesburg | 2194 | SouthAfrica;http://www.multichoice.co.za/
2135;MULTICOM ENTERTAINMENT GROUP, INC.;Content creation / Production / Distribution (Rights Holder / Distributor);"Content creation / production / rights holder (Licensing Agent, Production company/Content creation, Sales Agent); Broadcasting platforms (Online Video Platform/MCN, Social Network/Online publisher); Technology and Services (Content management, Post Production/Studios)";"Kids & Teens (Animation, Docs for Kids, Kids Interactive, Live-Action); Docs & Factual (Archive, Arts, Music & Culture, Current Affairs, Educational, youth oriented, Ethnology & Sociology, History & Civilisation, Lifestyle, Nature & Wildlife, Reality / Factual, Science & Knowledge, Social Responsabilities / Green); Drama / Fiction / Scripted Format (Feature Film, Miniseries, Mobisode / Webisode, Series, Short Film, Telenovelas / Soap / Sitcom, TV Movies); Erotic/Adults; Music";North America (USA);8530 Wilshire Blvd.  | Ste550 | BEVERLYHILLS | CA | 90211 | UnitedStates;http://www.multicom.tv/
2136;MULTIMEDIA BANK (Creative Europe MEDIA);Content creation / Production / Distribution (Production company/Content creation.);Content creation / production / rights holder (Rights Holder / Distributor);Docs & Factual (Reality / Factual);Europe (Poland);Emilii Plater 10/21  | WARSZAWA | 00-669 | Poland;http://www.mmb.pl/
